OBJECTID,Neighborhood Name,Total Population All,Hispanic or Latino,White,Black,Native American,Asian,Hawaiian/Pacific Islander,Other Race,Two or More,Percent Hispanic,Percent White,Percent Black,Percent Native American,Percent Asian,Percent Hawaiian/Pacific Islander,Percent Other Race,Percent Two or More Races,MALE,FEMALE,Age Less Than 5,Age 5 to 9,Age 10 to 14,Age 15 to 17,Age 0 to 9,Age 10 to 19,Age 20 to 29,Age 30 to 39,Age 40 to 49,Age 50 to 59,Age 60 to 69,Age 70 to 79,Age Over 80,Age Less than 18,Age Over 65,Percent Age Less Than 18,Percent Age Over 65,Median Age All,Median Age Male,Median Age Female,Total Population 3 or Higher,Enrolled in School,Nursery or Preschool,KINDERGARTEN,Grades 1 to 4,Grades 5 to 8,Grades 9 to 12,College Undergraduate,Graduate School,Not Enrolled,Total Commuters,Commute Less than 15 Minutes,Commute 15 to 30 Minutes,Commute 30 to 45 Minutes,Commute 45 to 60 Minutes,Commute Over 60 Minutes,Total Population Over 25,Less Than HS Diploma,HS Graduate or Equivalent,Some College or AA,Bachelors or Higher,Total Population 5 and Over,Only English,Spanish,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Owner Occupied Housing Units,Renter Occupied Housing Units,Total Households,Family Households,Married Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Non Family Household,Householder Alone,Householder Not Alone,Household Income Less 10000,Household Income 10000 to 14999,Household Income 15000 to 19999,Household Income 20000 to 24999,Household Income 25000 to 29999,Household Income 30000 to 34999,Household Income 35000 to 39999,Household Income 40000 to 44999,Household Income 45000 to 49999,Household Income 50000 to 59999,Household Income 60000 to 74999,Household Income 75000 to 99999,Household Income 100000 to 124999,Household Income 125000 to 149999,Household Income 150000 to 199999,Household Income Over 200000,Median Household Income,Median Family Income,Per Capita Income,Average Household Income,Average Family Income,Median Earnings,Median Earnings Male,Median Earnings Female,Median Earnings Less HS,Median Earnings HS,Median Earnings Some College,Median Earnings Bachelor,Median Earnings Graduate,Median Year Built,Built 2014 or Later,Built 2010 to 2013,Built 2000 to 2009,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or Earlier,Median Contract Rent,Median Gross Rent,Median Home Value,Native Born,Foreign Born FB,Europe FB,Northern Europe FB,Western Europe FB,Southern Europe FB,Eastern Europe FB,Asia FB,Eastern Asia FB,South Central Asia FB,South Eastern Asia FB,Western Asia FB,Africa FB,Eastern Africa FB,Middle Africa FB,Southern Africa FB,Western Africa FB,Oceania FB,Americas FB,Latin America FB,Carribean FB,Central America FB,South America FB,North America FB,Percent Living in Poverty,Percent Families in Poverty,GlobalID,Shape__Area,Shape__Length
167,Cory - Merrill,4215,213,3572,15,3,240,0,6,166,5.05338078,84.74495848,0.35587189,0.07117438,5.69395018,0,0.14234875,3.93831554,2215,2000,286,292,229,154,578,477,269,881,598,421,568,334,89,961,821,22.7995255,19.47805457,39,38.7,39.6,4038,1036,130,67,225,171,194,167,82,3002,1528,538,588,265,62,75,3030,21,202,437,2370,3929,3539,114,1783,1704,79,1403,301,1704,1132,1003,129,50,79,572,412,160,43,13,0,32,0,56,31,8,10,65,108,94,220,169,323,532,150441,182174,82192,201440,239710,95000,115387,73007,0,0,60769,109363,79659,1954,0,139,317,38,105,16,61,362,469,276,1942,1995,723700,3927,288,124,45,30,9,40,137,40,73,24,0,11,0,0,11,0,0,16,16,0,0,16,0,5.2,1.41342756,59147e6e-a55b-4114-85de-0f33288e81f4,23524283.9599609,20004.758842452
168,Montbello,35167,23129,2948,6603,190,905,135,115,1142,65.76904484,8.38285893,18.77612534,0.54027924,2.57343532,0.38388262,0.32701112,3.24736258,18109,17058,2313,2831,3253,2223,5144,6794,4930,4839,5502,3668,2298,1426,566,10620,3942,30.19876589,11.20937242,31.33075015,31.49151584,31.13580247,33783,10024,276,400,2485,2621,2565,1538,139,23759,15008,2740,5473,3954,1012,1829,20901,6032,6432,5556,2881,32854,14220,17432,9934,9746,188,6162,3584,9746,7516,5326,2190,813,1377,2230,1732,498,365,255,449,279,380,386,314,426,430,929,1010,1254,1557,845,677,190,69801,75625,19634,69710,72740,32698,37019,27731,29295,28899,33918,34949,26002,1978.53888889,0,188,937,1661,2015,3240,1470,345,46,32,965,982,311076,25400,9767,100,0,70,0,30,828,81,103,624,20,180,124,0,0,22,109,8550,8550,86,8229,235,0,11.22857143,10.40948345,8837f437-b299-4767-8f5d-18580bf37782,141895652.575195,49384.8563404692
169,Kennedy,4138,1145,1270,1097,19,432,0,0,175,27.67037216,30.69115515,26.51039149,0.45915901,10.439826,0,0,4.22909618,2372,1766,179,106,30,145,285,319,1283,926,659,246,420,0,0,460,78,11.11648139,1.88496858,31.7,31.3,32.4,4009,836,31,58,48,30,272,289,108,3173,2774,302,1273,636,492,71,2652,499,506,769,878,3959,1857,651,2308,2077,231,0,2077,2077,592,437,155,80,75,1485,1025,460,57,99,39,80,69,112,124,147,97,171,332,532,116,0,102,0,60806,68947,33128,63433,74059,37026,45923,35057,30913,37410,25815,39195,60607,1977,0,233,177,213,235,1051,233,118,48,0,1328,1387,0,2552,1586,12,0,12,0,0,443,159,187,8,89,743,573,0,0,159,0,388,388,0,184,204,0,7.8,2.19594595,5db222ed-860f-49c0-8aa7-3747b53a4f91,19574515.8930664,23535.5107932446
170,Hale,8704,1436,6174,219,2,82,242,149,400,16.49816176,70.93290441,2.51608456,0.02297794,0.94209559,2.78033088,1.71185662,4.59558824,4541,4163,439,247,683,124,686,864,1457,2053,1450,880,713,383,218,1493,1346,17.15303309,15.46415441,35.89624939,36.20976253,35.50709607,8407,1962,121,101,154,567,251,280,488,6445,4708,832,2324,1077,302,173,6673,341,578,1641,4113,8265,7321,317,4969,4594,375,1913,2681,4594,1740,1150,590,168,422,2854,2297,557,214,172,146,229,140,219,162,94,187,528,517,489,431,225,380,461,65976,110046,54632,109765,156054,48292,48317,48269,27022,27334,34196,67603,77320,1960.48454158,0,619,49,221,262,446,938,707,734,993,958,964,566476,7855,849,290,73,88,15,114,182,14,53,10,97,18,0,0,0,0,176,183,170,0,81,89,13,7.16666667,6.28378401,e8c8c643-44ca-409f-9133-ce9238ece1df,27014487.5517578,20865.5712657436
171,Sunnyside,10441,4304,4978,514,69,230,10,52,284,41.22210516,47.67742553,4.92290011,0.66085624,2.20285413,0.09577627,0.49803659,2.72004597,4932,5509,457,430,565,232,887,950,1698,2497,1574,1093,870,661,211,1684,1771,16.1287233,16.96197682,36.07509011,37.51539069,34.59146341,10140,1728,131,53,370,431,313,173,257,8412,5233,936,2482,974,569,272,8358,1328,1250,1552,4228,9984,7798,1964,4974,4706,268,2659,2047,4706,2470,1565,905,261,644,2236,1484,752,421,150,131,108,107,138,359,65,139,268,369,450,554,324,546,577,80444,82500,46448,102643,116765,48052,50522,44747,21154,33835,38400,68992,73795,1944.8592437,0,245,53,59,216,296,439,960,476,2230,941,968,499822,9308,1133,48,35,0,0,13,172,32,6,134,0,64,47,0,17,0,0,849,826,11,747,68,23,17.23333333,14.39255198,d173bdf4-fcb2-476b-9f4d-ad39144e57ec,39448350.2553711,25651.296761154
172,Skyland,3421,518,1891,785,7,0,0,0,220,15.14177141,55.27623502,22.94650687,0.20461853,0,0,0,6.43086817,1518,1903,312,41,74,0,353,86,518,935,399,452,336,220,122,427,688,12.48173049,20.11107863,36.7,36.7,36.7,3238,511,123,13,13,86,0,154,122,2727,1720,355,892,319,13,141,2817,119,358,744,1596,3109,2760,334,1629,1561,68,1029,532,1561,878,635,243,78,165,683,513,170,188,54,43,15,28,0,67,84,30,70,136,142,104,89,276,235,81462,106250,52932,113136,128201,54876,60244,54423,0,37250,55561,79821,54250,1948,0,169,0,0,18,55,48,471,296,572,1637,1714,538700,3107,314,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,298,298,0,231,67,0,10.7,9.90888383,e3e6e41e-fc19-4039-8239-65b5fe4a6543,21323492.5043945,18922.528211501
173,Windsor,14480,3407,7256,2474,0,586,0,100,657,23.52900552,50.11049724,17.08563536,0,4.04696133,0,0.69060773,4.53729282,6963,7517,548,619,455,332,1167,900,2065,2136,1847,1618,1663,1870,1214,1954,5582,13.49447514,38.54972376,44.73632918,43.5041365,46.09034091,14098,1983,81,100,559,389,395,278,181,12115,6194,1032,2439,2047,346,330,11456,849,2259,3458,4890,13932,9959,2327,8742,8230,512,3760,4470,8230,2733,1774,959,198,761,5497,4521,976,863,434,457,522,430,434,394,428,285,781,864,1072,511,351,266,138,47684,56805,36506,61743,79573,34337,41136,27623,8120,28046,29658,36098,26375,1976.63216958,0,245,380,1547,1566,2406,1936,594,27,41,965,976,221983,11414,3066,259,13,72,15,159,696,80,216,124,276,760,443,14,0,279,11,1340,1283,0,735,548,57,16.975,18.64902125,5ddfb2ed-484a-40d3-98b8-fa02832c6c19,47841646.6225586,38135.7664454325
174,Cheesman Park,8948,410,7711,276,27,133,0,9,382,4.5820295,86.17568172,3.08448815,0.30174341,1.48636567,0,0.10058114,4.26911042,4544,4404,11,206,96,34,217,175,2252,2391,954,959,1253,586,161,347,1766,3.87796156,19.73625391,36.88833124,37.38732394,36.31536388,8948,930,54,0,163,78,71,151,413,8018,5264,1158,2513,1038,330,225,8091,29,444,1597,6021,8937,8545,99,5916,5539,377,1523,4016,5539,1439,1193,246,66,180,4100,2956,1144,221,207,239,103,241,212,222,260,255,476,672,519,349,485,506,572,67444,130826,63876,100683,154377,49433,49908,49092,0,16265,34114,51928,69379,1962.62695458,0,253,86,227,498,943,1343,348,261,1957,972,981,446774,8533,415,68,14,39,0,15,186,45,29,24,88,0,0,0,0,0,25,136,54,27,12,15,82,8.46666667,0.96839959,3d1b3666-c97b-4034-8213-7fd9ded1d8a6,14683979.3266602,15309.7466555388
175,City Park West,5426,793,3518,803,12,108,0,0,192,14.61481755,64.83597494,14.79911537,0.22115739,1.99041651,0,0,3.53851825,2574,2852,384,222,81,26,606,123,1250,1347,693,491,548,277,91,713,774,13.14043494,14.26465168,34.90423163,36.38109306,33.4119403,5219,754,66,30,134,28,39,247,210,4465,2535,746,1024,556,112,97,4466,229,707,769,2761,5042,4493,422,3333,2964,369,917,2047,2964,795,656,139,21,118,2169,1741,428,348,239,95,105,148,105,43,123,82,106,153,272,208,188,364,385,68627,154891,54228,102104,172418,55553,70312,50811,0,34810,18380,66933,90802,1961.81974922,64,296,425,201,201,225,319,147,162,1293,928,931,644680,5171,255,29,0,16,0,13,66,65,0,1,0,25,9,0,0,0,0,135,132,0,132,0,3,13.85,6.29459735,b62b3210-49e9-485d-9603-48da30668dd3,14913141.6674805,15429.0401214536
176,Northeast Park Hill,9009,2959,2322,3037,9,44,0,39,599,32.84493284,25.77422577,33.71073371,0.0999001,0.48840049,0,0.43290043,6.64890665,4269,4740,417,706,777,262,1123,1198,1355,1835,1054,813,977,234,420,2162,1166,23.998224,12.94261294,34.06348774,31.39090909,36.84,8747,2396,144,47,601,634,411,432,127,6351,3601,504,1672,969,284,172,6137,840,1624,1639,2034,8592,6522,1932,3538,3419,119,1775,1644,3419,1824,816,1008,239,769,1595,1237,358,250,143,167,133,119,162,219,112,78,383,395,545,235,141,134,203,58524,63750,31263,79348,81956,39538,42203,37446,43484,26206,39768,61398,71750,1957.48519481,0,340,389,123,101,266,226,1925,141,27,962,981,395432,7947,1062,66,42,0,0,24,52,12,0,0,40,76,23,18,0,0,0,868,868,7,861,0,0,17.6,15.02564615,12eeafa0-f80a-4ea1-962a-645017095b9f,92814939.2900391,42179.1548565313
177,Mar Lee,13354,8370,3835,99,167,352,6,33,492,62.67784933,28.71798712,0.74135091,1.25056163,2.63591433,0.04493036,0.24711697,3.68428935,6841,6513,1385,720,1341,550,2105,2317,1773,2494,1609,1169,1129,474,284,3996,1318,29.92361839,9.86970196,31.7393745,31.75081566,31.7283123,12405,3625,272,201,545,1184,737,592,94,8780,5682,798,1832,2315,311,426,8206,2226,2527,1985,1468,11969,6971,4669,4376,4221,155,2328,1893,4221,2938,1912,1026,333,693,1283,897,386,278,282,158,170,220,209,100,99,95,315,572,653,418,331,241,80,64838,71796,24150,73169,79490,35886,42718,29271,34804,41034,36038,43592,85030,1955.91289669,0,58,0,90,220,466,338,2962,121,121,945,958,328193,10560,2794,45,0,45,0,0,258,0,0,258,0,0,0,0,0,0,0,2491,2491,11,2468,12,0,17.05,15.87551764,21048377-b790-47e7-9f45-75f41f51f3b3,42024874.972168,26474.258908914
178,Sun Valley,1133,505,88,457,35,46,0,0,2,44.57193292,7.76699029,40.33539276,3.08914387,4.06001765,0,0,0.17652251,553,580,155,168,167,123,323,323,54,299,29,40,34,15,16,613,52,54.10414828,4.58958517,16.8,12.8,30.8,1058,546,67,16,154,128,141,40,0,512,276,72,114,40,0,50,474,161,196,68,49,978,709,92,422,383,39,36,347,383,325,75,250,7,243,58,58,0,124,21,50,101,35,29,0,0,0,0,0,0,23,0,0,0,19650,20292,7970,22163,23720,16350,27552,11750,18015,16450,2499,0,0,1952,0,0,0,0,7,61,70,95,110,79,193,239,535700,996,137,1,0,0,1,0,27,0,0,27,0,91,19,55,0,17,0,18,18,0,18,0,0,77.7,75.38461538,4b18d3ad-b054-43db-bba5-084b203f6c4e,17767595.6411133,20961.7414355745
179,DIA,2314,356,604,951,0,208,0,0,195,15.38461538,26.1019879,41.09766638,0,8.98876404,0,0,8.42696629,1042,1272,90,280,115,189,370,333,491,461,287,223,86,63,0,674,141,29.12705272,6.09334486,28.32179226,30.17910448,27.73195876,2237,777,48,19,226,106,198,90,90,1460,1239,56,611,362,122,88,1400,78,273,598,451,2224,1913,164,867,867,0,439,428,867,545,233,312,37,275,322,234,88,6,0,98,19,48,5,16,110,34,103,86,156,86,33,13,54,59465,59799,13678,36734,35300,36188,41494,32234,0,20570,17742,23800,29514,2005.10928433,28,182,517,132,0,8,0,0,0,0,1029,1058,247085,2032,282,0,0,0,0,0,53,4,0,35,14,145,103,0,0,42,0,84,84,0,84,0,0,6.85,14.31192661,f10ed84a-0a47-44ef-a39d-fcd94a375f59,1180863586.66406,198785.286802624
180,Civic Center,2812,480,1921,252,13,101,0,0,45,17.06970128,68.314367,8.96159317,0.46230441,3.59174964,0,0,1.6002845,1500,1312,66,4,0,0,70,18,797,969,160,384,299,88,27,70,311,2.48933144,11.05974395,33.8,35.1,32.2,2771,323,25,0,4,0,18,107,169,2448,1330,358,560,321,42,49,2413,6,318,482,1607,2746,2421,110,2016,1875,141,438,1437,1875,411,352,59,30,29,1464,1067,397,101,76,27,35,67,40,21,63,29,81,174,213,149,163,282,354,102520,184097,93375,139037,188116,89119,105098,65868,0,78849,75924,89406,125317,2007,0,824,605,278,119,26,45,14,0,105,1906,1959,690600,2645,167,76,27,0,12,37,63,26,18,9,10,0,0,0,0,0,0,28,6,0,0,6,22,8.9,5.10948905,dddfafdc-6f10-4f34-a4d9-6adb663469d2,8472190.22167969,13889.8754441495
181,Rosedale,2713,502,1911,142,11,77,0,0,70,18.50350166,70.43862882,5.23405824,0.40545522,2.83818651,0,0,2.58016955,1274,1439,183,68,91,19,251,110,689,573,364,210,254,123,139,361,422,13.30630299,15.55473645,34.3,36,33.2,2664,357,42,36,41,82,19,43,94,2307,1371,219,723,260,142,27,2246,82,188,540,1436,2530,2207,210,1489,1400,89,670,730,1400,489,425,64,57,7,911,624,287,52,0,16,63,33,46,113,20,21,124,112,151,136,64,299,150,89400,128393,54712,109105,146813,65087,71774,57036,0,0,36250,68988,80385,1952,0,87,10,17,112,95,195,300,305,368,1633,1671,593000,2534,179,37,6,11,0,20,40,0,0,24,16,0,0,0,0,0,0,102,102,24,62,16,0,7.5,0,c29123cd-ceb0-4780-a447-0ff567a1f531,15502773.6357422,15821.018868287
182,North Capitol Hill,7295,1197,5174,512,16,216,0,0,180,16.40849897,70.9252913,7.01850583,0.21932831,2.96093215,0,0,2.46744345,3509,3786,80,23,20,41,103,61,2897,1989,1014,306,480,332,113,164,726,2.24811515,9.95202193,32.65384615,33.6135159,31.38623104,7230,760,0,23,0,20,41,226,450,6470,4370,1008,2188,778,264,132,6441,129,677,995,4640,7215,6509,421,5240,4921,319,596,4325,4921,616,474,142,21,121,4305,3077,1228,340,270,125,298,102,99,168,141,80,381,481,756,504,232,523,421,74235,120333,62145,90843,142129,61069,66119,57454,0,7957,39368,74145,75295,1991.6373494,0,1076,865,830,302,251,210,128,82,1496,1009,1036,440000,6675,620,137,47,0,0,90,120,99,0,21,0,67,34,0,0,33,0,296,241,9,137,95,55,12.23333333,0,75ee95fe-2b9a-4689-9476-2b01dccfcd70,9830286.26855469,12636.8801029296
183,Berkeley,9130,1878,6816,77,10,193,0,0,156,20.56955093,74.65498357,0.84337349,0.10952903,2.11391019,0,0,1.70865279,4403,4727,644,491,258,208,1135,583,932,2310,1425,1118,955,556,116,1601,1671,17.53559693,18.30230011,37.46103896,38.32772021,36.58984375,8669,1498,148,82,348,193,255,342,130,7171,4028,799,1764,990,386,89,7289,233,886,1129,5041,8486,7133,1008,4495,4336,159,2958,1378,4336,2112,1730,382,127,255,2224,1500,724,358,63,115,151,64,46,112,122,43,83,143,537,606,269,757,867,113655,161306,66874,142390,187282,76365,77402,75447,12982,43078,54816,84440,87018,1942.43862275,17,771,177,28,117,167,166,561,334,2157,1052,1118,636585,8573,557,182,84,8,51,39,135,0,32,91,12,57,0,0,17,40,21,162,138,0,138,0,24,8.5,5.0644023,29ce5737-9a03-4896-9a62-a29ce50aeba9,41738709.3496094,26744.5271842389
184,Valverde,4293,3397,818,0,8,70,0,0,0,79.12881435,19.0542744,0,0.18634987,1.63056138,0,0,0,2148,2145,323,187,374,217,510,709,459,740,512,463,621,224,55,1101,846,25.64640112,19.70649895,37.3,30.1,40.8,4127,911,26,45,185,210,333,112,0,3216,1538,424,607,372,122,13,2815,806,1004,605,400,3970,1564,2254,1629,1537,92,652,885,1537,1120,770,350,54,296,417,345,72,74,321,101,82,26,17,84,115,107,109,69,181,108,77,28,38,42236,44653,20687,56159,58311,38972,39906,37635,33304,38301,40345,43247,56083,1959,0,0,12,75,97,133,482,292,393,145,0,618,324000,2970,1323,77,0,0,0,77,30,0,0,30,0,0,0,0,0,0,0,1216,1216,0,1199,17,0,19.8,35.53571429,88a9982a-9193-4dec-9ab4-7537e61e113f,26766096.8037109,22063.8137717536
185,East Colfax,10645,3173,3899,2246,26,808,0,11,482,29.80742132,36.62752466,21.09910756,0.24424612,7.59041804,0,0.1033349,4.52794739,5598,5047,615,597,631,434,1212,1494,1638,2365,1583,1213,766,278,96,2277,938,21.3903241,8.81164866,33.72367865,32.24543611,34.78063814,10219,2730,142,121,427,596,645,671,128,7489,5241,1020,1961,1447,437,376,7204,1268,1383,2026,2527,10030,6519,1722,4782,4467,315,1533,2934,4467,2412,1503,909,215,694,2055,1454,601,228,298,132,145,198,224,133,227,170,353,393,1010,249,285,329,93,64790,63498,35141,79476,81635,37325,38652,35975,29482,19198,37932,58438,72812,1957.83078603,0,100,296,83,498,698,597,916,1111,483,955,981,364352,8070,2575,110,49,7,0,54,765,33,195,511,26,887,675,19,84,109,0,813,813,0,604,209,0,17,13.94763314,da2788fb-2046-4a7c-8f6d-5353b64c7a09,29815258.2836914,23789.6432308306
186,Bear Valley,8176,2493,4668,448,70,334,0,15,148,30.49168297,57.09393346,5.47945205,0.85616438,4.0851272,0,0.1834638,1.81017613,3998,4178,491,376,363,181,867,648,1568,1136,719,1034,814,853,537,1411,2139,17.25782779,26.16193738,37.96214789,37.64328358,38.42060086,7821,1456,36,58,303,365,193,412,89,6365,3743,831,1362,889,391,270,6196,467,1487,1593,2649,7685,6230,899,3866,3634,232,2382,1252,3634,1900,1322,578,181,397,1734,1309,425,81,45,147,77,86,226,359,312,145,213,342,561,283,338,239,180,65526,84291,39660,89612,111382,42771,53099,32241,0,37172,44644,47966,67973,1972.54334471,0,130,335,48,369,1465,1383,73,16,47,968,986,389212,7224,952,220,13,38,0,169,288,72,53,163,0,0,0,0,0,0,0,444,440,0,440,0,4,6.85,4.29065988,64ecad1d-0919-4e96-bd16-25413816095a,37634307.2241211,35161.4077307616
187,Sloan Lake,8014,1548,5849,120,0,177,0,35,285,19.31619666,72.98477664,1.49737959,0,2.20863489,0,0.43673571,3.55627652,3776,4238,626,254,517,133,880,686,1154,2081,1462,529,716,377,129,1530,1270,19.09158972,15.84726728,35.566074,35.60101523,35.53467153,7604,1298,152,126,79,197,481,93,170,6306,3551,741,1657,568,331,254,6161,429,535,911,4286,7388,6797,261,4225,3809,416,2099,1710,3809,1946,1315,631,55,576,1863,1251,612,101,369,118,86,51,108,80,60,240,139,172,251,313,282,504,935,110343,139600,67479,142757,147468,72872,81994,53986,0,23808,41101,82228,67975,1944.64604462,0,335,185,190,77,405,150,532,493,1858,932,943,625925,7712,302,103,65,10,0,28,152,49,7,68,28,0,0,0,0,0,0,47,31,4,22,5,16,14.73333333,17.61902689,d3e2883d-ae12-4a6f-a2ba-d95d9d8f14cc,39011766.7822266,26370.1465022957
188,Speer,11982,1073,10043,141,2,263,0,31,429,8.95509932,83.81739276,1.17676515,0.0166917,2.19495911,0,0.25872142,3.58037056,5830,6152,231,255,56,66,486,225,3704,3812,1201,904,984,421,245,608,1647,5.07427808,13.74561843,33.72088143,34.0766721,33.38925494,11824,1446,48,21,218,37,66,570,486,10378,7017,1423,3290,1551,419,334,10703,294,458,1925,8026,11751,10770,454,8526,7938,588,2214,5724,7938,1326,1093,233,77,156,6612,5146,1466,283,218,181,139,236,217,363,342,382,589,1133,1251,852,577,608,567,73490,124279,64413,95304,160556,57854,55833,58731,0,0,37023,61151,80686,1963.86166471,29,864,242,271,734,1149,1706,1000,208,2323,973,978,464418,11053,929,238,51,94,22,71,165,21,70,15,59,150,0,0,24,0,24,352,220,48,53,119,132,6.625,0.98870057,578474b3-6568-4a7f-8fb9-8c836489accf,23725568.5332031,19850.0652175006
189,Villa Park,8859,6065,2346,244,61,43,0,0,100,68.46145163,26.48154419,2.7542612,0.6885653,0.4853821,0,0,1.12879558,4908,3951,604,717,660,275,1321,1175,1215,1928,1023,920,882,275,120,2256,867,25.46562817,9.78665764,33.35399378,33.16666667,33.62153652,8459,2304,70,103,703,520,400,298,210,6155,3621,747,1421,986,273,194,5967,1653,1593,1252,1469,8255,4170,4005,3370,3249,121,1522,1727,3249,1788,974,814,312,502,1461,1040,421,249,345,109,159,331,207,136,143,36,255,257,283,230,136,293,80,43094,52254,30582,81911,99697,31676,37012,22910,23994,29686,32820,56111,33318,1955.4625,0,138,167,87,65,452,493,720,585,663,927,937,349650,7186,1673,45,13,7,0,25,9,0,0,9,0,14,0,0,0,0,0,1605,1605,35,1570,0,0,27.05,23.24218045,f2c7630c-2047-45b3-9640-fd44d1700a12,27492390.6645508,26696.1494297067
190,CBD,4631,568,3255,320,0,129,0,21,338,12.26516951,70.28719499,6.90995465,0,2.78557547,0,0.45346577,7.2986396,2868,1763,0,13,0,7,13,392,1518,1013,660,522,308,185,20,20,399,0.43187217,8.61584971,33.48716683,35.78746594,27.99649369,4631,1189,0,0,0,0,27,1007,155,3442,2983,1197,847,412,396,131,3299,140,185,701,2273,4631,3903,330,3548,2826,722,759,2067,2826,710,693,17,17,0,2116,1672,444,273,85,117,27,191,69,41,97,28,139,122,267,402,285,111,572,95973,122247,104187,176544,364835,55950,73807,32806,0,28290,24190,124474,122160,1975.78225806,0,378,543,132,588,372,730,76,0,729,1081,1125,533235,4323,308,87,0,33,0,54,157,62,76,19,0,16,0,0,0,16,0,48,48,0,0,48,0,23.5,0,0e080714-57dc-4052-af5c-1f368327c979,12018058.8837891,13717.9519088603
191,University,9922,1013,7631,377,82,410,0,18,391,10.20963515,76.9098972,3.79963717,0.82644628,4.1322314,0,0.18141504,3.94073775,5083,4839,372,255,228,142,627,2048,2647,1519,1017,596,1095,238,135,997,1046,10.04837734,10.54222939,27.77257272,28.06320969,27.48303167,9682,3981,29,19,193,202,243,2588,707,5701,4772,1187,2114,1151,151,169,5706,77,360,1281,3988,9550,8292,425,3814,3614,200,1930,1684,3614,1796,1496,300,222,78,1818,1067,751,110,77,76,85,216,242,119,80,58,182,371,181,245,370,528,674,101020,157114,49072,131046,169882,38781,44466,28229,0,21348,45227,59196,77708,1953.15789474,0,118,204,99,99,372,497,798,709,918,976,979,588213,9299,623,220,54,154,12,0,208,183,9,16,0,109,0,0,0,76,29,57,50,0,32,18,7,12.7,3.71471312,b566ebc2-da44-4127-a2e3-9bebdfd7f89f,34945220.3686523,28661.8355051594
192,Washington Park West,7382,555,6167,59,0,202,0,0,399,7.51828773,83.54104579,0.7992414,0,2.7363858,0,0,5.40503928,4028,3354,398,222,217,72,620,329,1677,2058,924,847,506,355,66,909,905,12.31373611,12.25955026,34.6574344,33.76132075,35.60921844,7141,1028,132,59,117,205,94,217,204,6113,3705,688,1711,1031,150,125,5974,91,394,768,4721,6984,6410,278,4121,3887,234,1878,2009,3887,1417,1196,221,60,161,2470,1645,825,131,122,20,72,92,137,161,138,58,256,332,463,328,303,473,801,97920,154719,70630,134188,188029,62336,63980,60213,6458,0,20491,69479,88584,1939,0,455,185,50,56,128,125,413,192,2517,1036,1081,680135,6969,413,76,41,0,35,0,177,49,69,51,8,14,14,0,0,0,23,123,123,0,123,0,0,6.35,3.54105802,389135a3-ca7f-494c-b1a3-0526bf2d3876,24311431.5942383,22359.2729448272
193,Cherry Creek,6428,362,5396,128,6,212,0,58,266,5.6316117,83.94523958,1.99128811,0.09334163,3.29807094,0,0.90230243,4.13814561,2976,3452,53,120,104,85,173,232,665,1115,771,703,980,1155,634,362,2668,5.6316117,41.50591164,53.3029872,52.10179641,54.3902439,6377,482,0,0,110,93,139,103,37,5895,2590,621,1213,502,125,129,5855,57,401,840,4557,6375,5705,245,4911,4100,811,2000,2100,4100,1727,1565,162,44,118,2373,2138,235,153,145,144,255,57,124,20,63,35,130,146,417,642,299,516,954,114057,156433,104181,165062,219452,77419,83311,66218,0,8229,39297,82628,80426,1995.4494333,0,1207,796,1147,672,568,207,84,71,159,1157,1176,935017,5593,835,324,131,93,13,87,207,32,45,68,62,25,15,0,10,0,29,250,142,17,24,101,108,4.7,0.49833887,c9cb8a6f-1990-458d-b804-9aca95481770,23557805.8393555,20364.8251896183
194,Baker,6438,1159,4421,277,46,25,0,0,510,18.00248524,68.67039453,4.30257844,0.71450761,0.38831935,0,0,7.92171482,3687,2751,172,28,39,78,200,273,2100,1527,700,660,596,175,207,317,687,4.92388941,10.67101584,33.80746562,33.9515625,33.56349206,6287,885,35,0,39,14,78,488,231,5402,3463,560,1793,691,225,194,5270,324,460,667,3819,6266,5373,457,3541,3389,152,1370,2019,3389,1045,827,218,66,152,2344,1615,729,201,73,86,20,124,16,109,36,64,420,250,427,328,255,537,443,92300,140299,62975,113925,155443,57059,56134,57450,0,29532,63696,59431,78348,1950.28521127,0,932,318,0,110,62,211,142,52,1714,995,1061,478399,5877,561,206,29,56,0,121,2,0,2,0,0,115,61,0,0,0,0,238,238,0,238,0,0,7.85,6.31578947,6e06bc48-af28-4ad2-a8da-f695c5814088,41526941.2719727,33708.6321524431
